business_description,suggested_domain,category
"Gross-Klein is a stand-alone 5thgeneration conglomeration business that specializes in motion, gym services in Rebeccaland.",motiongym.com,Fitness Studio
"Patel Ltd is a switchable cohesive forecast business that specializes in sustain, eco services in North Jessicahaven.",ecozero.org,Sustainable Products
"Reyes-Ray is a vision-oriented multi-tasking archive business that specializes in care, hope services in Lake Royfort.",communityhope.com,Non-Profit Org
Gym providing personalized recovery and rehabilitation training,recoverfitgym.com,
"Pearson, Aguirre and Murray is a fully-configurable secondary portal business that specializes in community, give services in West Jeffreyberg.",careimpact.org,Non-Profit Org
"Young Ltd is a multi-channeled bandwidth-monitored methodology business that specializes in fit, gym services in Dorseystad.",motionstrength.com,Fitness Studio
"Noised: Lopez and Sons is a programmable context-sensitive architecture business that specializes in totally fur, groom services in Velasquezburgh.",pawtail.org,Pet Grooming
"Keith Inc is a synergistic holistic interface business that specializes in sweet, cake services in Lake Ronaldshire.",breadcake.org,Bakery
"Roberts-Matthews is a customizable heuristic help-desk business that specializes in green, sustain services in West Karaton.",zeroearth.net,Sustainable Products
"Hawkins, Morton and Williams is a re-contextualized context-sensitive access business that specializes in quantum, data services in New Sharon.",clouddata.net,Tech Startup
"Hanson Group is a decentralized mission-critical application business that specializes in strength, core services in Port Daniel.",fitgym.org,Fitness Studio
Plant-powered organic cafe with smoothie and salad bars,powerplantcafe.com,
"Jordan-Black is a secured cohesive parallelism business that specializes in capital, secure services in Sextonchester.",wealthsecure.com,Financial Advisor
"Todd-Blackburn is a total intermediate database business that specializes in zero, earth services in Mcintyremouth.",greensustain.net,Sustainable Products
Sustainable tech marketplace for refurbished gadgets,regadgethub.com,
"Jackson Ltd is a cross-platform explicit pricing structure business that specializes in brew, organic services in Burnsborough.",lattebeans.net,Coffee Shop
"Williams, Anderson and Watson is a user-centric bottom-line hierarchy business that specializes in bake, sweet services in North Michaelchester.",cakebread.com,Bakery
"Noised: Stein, Moore and Norton is a optional transitional database business that absolutely specializes in tail, groom services in Millerberg.",furgroom.com,Pet Grooming
Organic cafe focusing on raw food and vegan desserts,rawessencecafe.com,
"Jones-Henderson is a customizable foreground policy business that specializes in give, impact services in Rayshire.",givecommunity.org,Non-Profit Org
"Jenkins and Sons is a re-engineered homogeneous algorithm business that specializes in motion, strength services in Mistyview.",gymstrength.net,Fitness Studio
"Sanchez LLC is a persevering systemic emulation business that specializes in brew, latte services in Lopezborough.",latteespresso.com,Coffee Shop
"Morales Group is a cross-platform client-server capability business that specializes in skill, edu services in Morrishaven.",learncourse.com,Online Education
"Perez, Arnold and Grant is a open-source asynchronous function business that specializes in groom, tail services in Parkerchester.",petfur.net,Pet Grooming
"Noised: Perez-Cowan is a centralized explicit open totally system business that specializes in tail, paw services in Lake Julia.",groomfur.org,Pet Grooming
"Nelson, Cooper and Higgins is a secured heuristic interface business that specializes in sustain, green services in Hughesfurt.",zerogreen.net,Sustainable Products
"Swapped: Owens Ltd is a cross-group executive local area network business that specializes in latte, latte services in Shannonfurt.",lattebeans.com,Coffee Shop
Online fashion store for artisan-made vintage clothing,vintagesoul.co,
"Lyons PLC is a adaptive bandwidth-monitored budgetary management business that specializes in zero, sustain services in Monroebury.",sustainzero.net,Sustainable Products
"Donaldson-Rogers is a multi-channeled disintermediate orchestration business that specializes in sweet, oven services in Natalieville.",sweetcake.org,Bakery
"Miller, Page and Ramirez is a enterprise-wide upward-trending archive business that specializes in data, quantum services in Coleport.",cyberdata.net,Tech Startup
"Fisher, Marsh and Jensen is a extended logistical hub business that specializes in cake, bake services in North Amber.",ovenbread.com,Bakery
"Swapped: Miller Ltd is a monitored heuristic superstructure business that specializes in sustain, zero services in West Janeburgh.",greensustain.net,Sustainable Products
"Johnson, Hayes and Cox is a up-sized non-volatile alliance business that specializes in groom, fur services in Roblestown.",groompaw.org,Pet Grooming
"Bates, Ponce and Elliott is a exclusive high-level process improvement business that specializes in academy, skill services in Patrickbury.",eduskill.com,Online Education
Tech platform streamlining freelance project management,freelansync.com,
A Tech Startup company offering quantum and cyber services in Metropolis.,cloudquantum.org,Tech Startup
"Delacruz PLC is a self-enabling optimal open architecture business that specializes in justice, firm services in Lake Richardfurt.",firmlaw.com,Legal Services
A Sustainable Products company offering earth and green services in Metropolis.,zeroeco.net,Sustainable Products
"Ballard, Brown and Sanders is a sharable system-worthy adapter business that specializes in community, care services in Davidberg.",communitygive.com,Non-Profit Org
Cycling-focused gym with indoor bike training sessions,spinedgegym.com,
"Reyes-Lucero is a adaptive systemic access business that specializes in care, give services in Kimberlymouth.",giveimpact.org,Non-Profit Org
"Noised: Aguirre, Daniels and Farmer is a object-based totally incremental product business that specializes in learn, academy services in South Lori.",academyedu.org,Online Education
Mobile application for crowd-sourced traffic and navigation insights,roadscout.app,
"Richmond, Fischer and Chandler is a monitored scalable project business that specializes in counsel, firm services in Ryanville.",legalfirm.net,Legal Services
"Smith-Schroeder is a user-friendly stable paradigm business that specializes in beans, brew services in Marymouth.",organicespresso.org,Coffee Shop
"Adams, Burton and Frederick is a seamless zero administration capacity business that specializes in course, edu services in Thompsonfurt.",skilledu.com,Online Education
Fitness center specializing in circuit training workouts,circuitcoregym.com,
"Singh LLC is a enhanced dynamic pricing structure business that specializes in learn, academy services in Elliottton.",skilledu.net,Online Education
"Hunt-Carter is a multi-tiered heuristic instruction set business that specializes in strength, core services in Bridgetside.",gymfit.com,Fitness Studio
"Roman, Moody and Gonzales is a up-sized composite core business that specializes in fit, motion services in Campbellchester.",gymstrength.org,Fitness Studio
"Sherman-Smith is a quality-focused modular installation business that specializes in fur, pet services in Lake Jennaberg.",groomtail.com,Pet Grooming
"Hunt, Anderson and Sanchez is a right-sized mobile contingency business that specializes in fund, invest services in South Debbie.",securewealth.com,Financial Advisor
Gym featuring personalized nutritional guidance and training,nutrafitgym.com,
A Non-Profit Org company offering hope and community services in Metropolis.,communitycare.com,Non-Profit Org
Wearable tech improving mental health awareness,mindsensetech.com,
"Carter, Smith and Moss is a innovative actuating graphical user interface business that specializes in espresso, brew services in Lake Patrickton.",brewespresso.net,Coffee Shop
"Paraphrased (HF): Perez PLC is a reduced fault-tolerant policy business that specializes in care, hope services in New Rachelville.",communitycare.com,Non-Profit Org
"Noised: Castro, Jones and Moore is a up-sized stable orchestration business that absolutely specializes in oven, cake services in East Anita.",cakesweet.net,Bakery
